,Uniprot,Gene_Name,RBP_flag,SVM_SeqOnly_score,DNN_SeqOnly_score,Network_score_MB,Network_score_MB_STRING,optimistic_DNN_SVM,optimistic_DNNSVM_NetMB_STRING,protein_len,Ensembl Gene ID
1110,Q15649,ZNHIT3,0,0.031293063,0.10865589,0.688313684,0.803596906,0.435099962,0.817754098,155,ENSG00000273611
1111,Q9NR45,NANS,0,0.712266069,0.43351325,0.762506245,0.654553998,0.725283117,0.817667054,359,ENSG00000095380
1112,Q59EG8,PSMD2,0,0.605581718,0.79068214,0.418976105,0.647561244,0.732393778,0.817399126,913,
1113,Q6PJI1,KIF9,0,0.938085129,0.11256857,0.135920422,0.138006597,0.850116424,0.817390318,91,ENSG00000088727
1114,Q15599,SLC9A3R2,0,0.826029283,0.77847826,0.518621267,0.413695752,0.816045836,0.817377742,337,ENSG00000065054
1115,P09417,QDPR,0,0.423285423,0.27131066,0.852004274,0.739595104,0.616048136,0.817171242,244,ENSG00000151552
1116,Q9BX63,FANCJ,0,0.143515571,0.78439087,0.682814844,0.73171424,0.625449335,0.817069796,1249,ENSG00000136492
1117,Q6PJ61,FBXO46,0,0.263730612,0.10597047,0.810319398,0.782714572,0.517948402,0.817058889,603,ENSG00000177051
1118,E9PMS6,,0,0.079992048,0.19110945,0.828647189,0.783367011,0.515270482,0.817007002,1275,ENSG00000136153
1119,Q9NZK5,ADA2,0,0.210466198,0.25988725,0.731818797,0.76477575,0.564245974,0.816792924,511,ENSG00000093072
1120,B3KM81,DNJA3,0,0.639861315,0.30176958,0.632351309,0.6888452,0.690813827,0.816713352,453,
1121,P32780,GTF2H1,0,0.138165865,0.5635719,0.643079285,0.759022188,0.582645659,0.816678144,548,ENSG00000110768
1122,P84085,ARF5,0,0.591547504,0.15505669,0.683007676,0.717997587,0.658665774,0.81664079,180,ENSG00000004059
1123,Q53Y97,TYMS,0,0.458797094,0.693699,0.470302513,0.709243981,0.672933612,0.816610272,313,
1124,P20941,PDC,0,0.890504248,0.8578172,0.151518414,0.059062275,0.861488258,0.816604939,246,ENSG00000116703
1125,B2Y833,ERG,0,0.29530787,0.1063447,0.81506421,0.7790211,0.52853972,0.816520664,220,
1126,O60225,SSX5,0,0.940146464,0.17061177,0.060784399,0.072468526,0.865726227,0.816435572,188,ENSG00000165583
1127,Q7Z5Y7,KCTD20,0,0.340021902,0.41769633,0.837390346,0.741209334,0.611069154,0.816353288,419,ENSG00000112078
1128,Q8IXM2,BAP18,0,0.437168739,0.13842693,0.599828431,0.763352681,0.568335135,0.816158529,172,ENSG00000258315
1129,Q7RTS1,BHLHA15,0,0.516611036,0.37684703,0.78187876,0.718105189,0.656743222,0.816093081,189,ENSG00000180535
1130,P61201,COPS2,0,0.431095216,0.0721497,0.630704712,0.76608889,0.558863866,0.815790846,443,ENSG00000166200
1131,O75695,RP2,0,0.55988597,0.42176852,0.795591014,0.704564876,0.673974009,0.815642168,350,ENSG00000102218
1132,P24844,MYL9,0,0.717983313,0.28861287,0.69859072,0.658986124,0.718198336,0.815509056,172,ENSG00000101335
1133,Q9HCI7,MSL2,0,0.08729177,0.050443567,0.730500891,0.797295427,0.449380279,0.815466566,577,ENSG00000174579
1134,P83111,LACTB,0,0.871488918,0.33772776,0.583764086,0.444031871,0.807288978,0.815453041,547,ENSG00000103642
1135,Q99417,MYCBP,0,0.234014577,0.63086027,0.841453251,0.734646823,0.614709611,0.815435928,103,ENSG00000214114
1136,Q6PID4,FAK2,0,0.544481257,0.33873066,0.48854961,0.711923004,0.662791532,0.815318125,1009,ENSG00000120899
1137,Q9UFC0,LRWD1,0,0.113006644,0.06867799,0.868874983,0.792218028,0.46571455,0.815223664,647,ENSG00000161036
1138,Q3SXZ7,TTLL9,0,0.885432888,0.6534862,0.205497922,0.283891738,0.833835328,0.815075715,439,ENSG00000131044
1139,Q5VUD6,FAM69B,0,0.052381313,0.055010267,0.86905829,0.801255144,0.434375483,0.815043478,431,ENSG00000165716
1140,Q96RS6,NUDCD1,0,0.37830862,0.09173969,0.80548312,0.769335401,0.547913598,0.814959329,583,ENSG00000120526
1141,Q96HP4,OXNAD1,0,0.279943489,0.5399195,0.726815747,0.734806269,0.613146379,0.814916652,312,ENSG00000154814
1142,Q92636,NSMAF,0,0.459775994,0.6318056,0.740549006,0.710266697,0.665364166,0.814902699,917,ENSG00000035681
1143,Q86UQ4,ABCAD,0,0.21327412,0.3846313,0.772169644,0.753937319,0.580292039,0.814779765,5058,ENSG00000179869
1144,Q9HBH1,PDF,0,0.076293043,0.041575536,0.233859432,0.799793418,0.440060194,0.814639285,243,ENSG00000258429
1145,Q8TDM6,DLG5,0,0.5,0.63463354,0.722020848,0.702375189,0.674242725,0.814550523,1919,ENSG00000151208
1146,Q8IVP1,SH3GL3,0,0.653778232,0.8221593,0.376326783,0.603234896,0.752741661,0.814525218,288,
1147,Q16343,BPTP-2,0,0.55855021,0.10858982,0.687010645,0.734592024,0.611902574,0.814340938,89,
1148,Q8N5G0,SMIM20,0,0.402167855,0.040550143,0.805925326,0.770381016,0.540549692,0.814274623,67,ENSG00000250317
1149,O14983,AT2A1,0,0.460103254,0.51886564,0.821617073,0.71809747,0.652087863,0.81423266,1001,ENSG00000196296
1150,O75528,TADA3,0,0.874295405,0.59001046,0.415495631,0.352495803,0.82457944,0.81394736,432,ENSG00000171148
1151,O95466,FMNL1,0,0.458066078,0.39681068,0.672336458,0.721214012,0.639723832,0.813837861,1100,ENSG00000184922
1152,Q9BT22,ALG1,0,0.100252978,0.010267681,0.775015518,0.801120591,0.428448735,0.813724405,464,ENSG00000033011
1153,O60825,PFKFB2,0,0.842845744,0.12137451,0.728940799,0.590324694,0.757174801,0.813688404,505,ENSG00000123836
1154,Q96L93,KI16B,0,0.303822565,0.34870026,0.706489319,0.743184398,0.600792202,0.81357887,1317,ENSG00000089177
1155,Q9NQP4,PFDN4,0,0.574098685,0.2853476,0.45285333,0.705868499,0.666464235,0.813546625,134,ENSG00000101132
1156,P06280,GLA,0,0.136107515,0.066241115,0.949352164,0.787929274,0.473325945,0.81334132,429,ENSG00000102393
1157,Q9BQD7,FAM173A,0,0.091267705,0.06749799,0.796590006,0.791952539,0.456746644,0.813166552,235,ENSG00000103254
1158,Q8TCX1,DYNC2LI1,0,0.881009911,0.61047864,0.300451692,0.311028902,0.829206021,0.813136593,351,ENSG00000138036
1159,Q53SB5,tmp_locus_29,0,0.267230743,0.12666081,0.646355734,0.77483854,0.521566873,0.813024637,470,
1160,Q9GZZ9,UBA5,0,0.280507426,0.18807448,0.861665777,0.754073124,0.572346155,0.813012192,404,ENSG00000081307
1161,P31276,HOXC13,0,0.188937788,0.16734955,0.676446761,0.767318312,0.54637856,0.812832446,330,ENSG00000123364
1162,P57073,SOX8,0,0.352979663,0.301806,0.620487486,0.740002705,0.603421109,0.812822108,446,ENSG00000005513
1163,Q99676,ZNF184,0,0.008157567,0.007828838,0.899000393,0.806174551,0.373583822,0.812744147,751,ENSG00000096654
1164,Q5T8A7,PPR26,0,0.713753261,0.13950929,0.608949571,0.696729377,0.675830184,0.812689887,1209,ENSG00000196422
1165,Q53H82,LACTB2,0,0.605096343,0.6611898,0.532818392,0.659514657,0.710651222,0.812663199,288,ENSG00000147592
1166,Q9UBS0,RPS6KB2,0,0.360188094,0.39858034,0.743959215,0.731243683,0.614323139,0.812648718,482,ENSG00000175634
1167,Q969E4,TCEAL3,0,0.857799882,0.097548835,0.354648451,0.579190209,0.763477949,0.812595319,200,ENSG00000196507
1168,Q99909,SSX3,0,0.913164442,0.73731095,0.133559424,0.050247902,0.864307569,0.812583681,188,ENSG00000165584
1169,P50613,CDK7,0,0.24611696,0.83212185,0.606480327,0.705999198,0.662594975,0.812448367,346,ENSG00000134058
1170,P08590,MYL3,0,0.821217263,0.14680633,0.833962041,0.613215837,0.747179228,0.812443242,195,ENSG00000160808
1171,P33778,HIST1H2BB,0,0.47132342,0.087708145,0.763941372,0.752385558,0.5753247,0.812371703,126,ENSG00000276410
1172,Q9UK99,FBXO3,0,0.787176732,0.06550558,0.704109384,0.660185583,0.709994877,0.812351567,471,ENSG00000110429
1173,P30042,C21orf33,0,0.719822268,0.21629797,0.469486822,0.657788027,0.713528131,0.812244596,268,ENSG00000160221
1174,F8W7U8,MRE11,0,0.818688556,0.8002728,0.232766771,0.386284959,0.815574965,0.811947747,707,ENSG00000020922
1175,O60234,GMFG,0,0.5,0.09239894,0.671693292,0.748121187,0.584371251,0.811941267,142,ENSG00000130755
1176,P48556,PSMD8,0,0.298212774,0.048026145,0.810072399,0.777161057,0.517473014,0.811933842,350,ENSG00000099341
1177,P46736,BRCC3,0,0.35142522,0.29607818,0.747825724,0.737902168,0.602151845,0.811674361,316,ENSG00000185515
1178,O60308,CEP104,0,0.657746241,0.7760126,0.557630263,0.615377849,0.745238022,0.81164633,925,ENSG00000116198
1179,P61626,LYZ,0,0.264733189,0.0207631,0.852205482,0.783762611,0.489402163,0.811609579,148,ENSG00000090382
1180,Q9BYN0,SRXN1,0,0.158770919,0.07492745,0.665445489,0.785426765,0.482271055,0.811461109,137,ENSG00000271303
1181,Q9P2K1,C2D2A,0,0.366997126,0.54947466,0.762457274,0.720975779,0.632822681,0.8112139,1620,ENSG00000048342
1182,P35609,ACTN2,0,0.870644553,0.5616374,0.406196656,0.373338314,0.818129714,0.811182643,894,ENSG00000077522
1183,Q9H0E7,USP44,0,0.258189202,0.09859382,0.901280668,0.776468482,0.516638233,0.811150446,712,ENSG00000136014
1184,Q08E93,FAM27E3,0,0.925991642,0.20484373,0.05247953,0.061939509,0.853246495,0.811071388,113,
1185,Q9P2W1,PSMC3IP,0,0.788923019,0.3471961,0.639369451,0.579463516,0.759193251,0.811047542,217,ENSG00000131470
1186,O75365,PTP4A3,0,0.809384727,0.18520068,0.577448773,0.575357793,0.761839702,0.810930808,173,ENSG00000184489
1187,Q7L2V5,IWS1,0,0.42980408,0.3369187,0.46544259,0.722897009,0.626511931,0.810770033,52,
1188,Q5T2E6,C10orf76,0,0.480148979,0.17946863,0.742760427,0.726150469,0.621219966,0.810767699,689,ENSG00000120029
1189,O75936,BBOX1,0,0.645454288,0.32479656,0.712984993,0.669751258,0.694501242,0.810748631,387,ENSG00000129151
1190,Q8TAA3,PSMA8,0,0.753830898,0.5900496,0.572795247,0.579488041,0.758515225,0.810739955,256,ENSG00000154611
1191,O96028,NSD2,0,0.115140302,0.24708095,0.805839198,0.768386828,0.536081877,0.810719088,1365,ENSG00000109685
1192,Q96TE0,,0,0.679161525,0.48282704,0.693470554,0.649976946,0.715074105,0.810634503,198,
1193,Q9H2J4,PDCL3,0,0.601837488,0.27114823,0.38723694,0.696719,0.673526811,0.810585386,239,ENSG00000115539
1194,P34896,SHMT1,0,0.334517996,0.21021774,0.777532338,0.743686578,0.588660051,0.81054651,483,ENSG00000176974
1195,Q9UHY7,ENOPH1,0,0.395487997,0.05858039,0.614076206,0.762778164,0.546455585,0.810443862,261,ENSG00000145293
1196,Q9BVW5,TIPIN,0,0.204184514,0.25466052,0.648254122,0.754599568,0.56248921,0.810439062,301,ENSG00000075131
1197,Q16650,TBR1,0,0.415388582,0.5633691,0.852789988,0.714781877,0.645390536,0.81037184,682,ENSG00000136535
1198,Q8N3Z0,PRSS35,0,0.894117585,0.40678358,0.22041016,0.318368451,0.825531246,0.810334885,413,ENSG00000146250
1199,P31415,CASQ1,0,0.916521652,0.20854264,0.346552968,0.169133711,0.842908602,0.810292687,396,ENSG00000143318
1200,Q8WVM8,SCFD1,0,0.550227373,0.35618594,0.783355882,0.698943982,0.666940253,0.810230542,642,ENSG00000092108
1201,P0C0L4,CO4A,0,0.119040063,0.41661227,0.674932051,0.758849781,0.557222829,0.810208737,1744,ENSG00000206340
1202,Q8WUR7,C15orf40,0,0.791607732,0.64298487,0.377152955,0.537075458,0.781515605,0.810147362,153,ENSG00000169609
1203,A6NIH7,UNC119B,0,0.742898025,0.5265399,0.719470525,0.607141564,0.745867264,0.81002852,251,ENSG00000175970
1204,Q9HCM4,EPB41L5,0,0.226995526,0.4259108,0.776747767,0.744194921,0.587096562,0.809991655,733,ENSG00000115109
1205,Q96BW5,PTER,0,0.464128151,0.29360428,0.745167619,0.71999799,0.630287785,0.809781134,349,ENSG00000165983
1206,Q969G6,RFK,0,0.825428759,0.041728415,0.747554539,0.622746551,0.737652596,0.809674863,155,ENSG00000135002
1207,P53350,PLK1,0,0.458887363,0.6343592,0.672131663,0.700319293,0.665537603,0.80960514,603,ENSG00000166851
1208,P07199,CENPB,0,0.788717151,0.6439525,0.58754632,0.544155104,0.777319512,0.809601203,599,ENSG00000125817
1209,Q9BSG1,ZNF2,0,0.153195155,0.003590143,0.723339486,0.791943383,0.439756434,0.809534396,426,ENSG00000275111
1210,P15374,UCHL3,0,0.392982343,0.1977582,0.641640044,0.733487937,0.601197721,0.809453024,230,ENSG00000118939
1211,Q9HAD4,WDR41,0,0.905740053,0.07435861,0.5714218,0.443476419,0.802877241,0.80945053,459,ENSG00000164253
1212,Q96EK6,GNPNAT1,0,0.380729058,0.22397956,0.729320276,0.733138085,0.601035263,0.809422613,184,ENSG00000100522
1213,P0DME0,SETSIP,0,0.89700526,0.62264985,0.202655341,0.221139512,0.837254629,0.809378216,302,ENSG00000230667
1214,Q9P1T7,MDFIC,0,0.106981889,0.119060814,0.86050266,0.784585015,0.472244038,0.809314681,246,ENSG00000135272
1215,Q53Y06,ATP6V1E1,0,0.786140225,0.19982198,0.414246356,0.606467613,0.744314121,0.808948858,226,
1216,A4FU49,SH3D21,0,0.691832794,0.24135406,0.5,0.661317094,0.7016483,0.808907271,640,ENSG00000214193
1217,Q9UI08,EVL,0,0.808113101,0.47611505,0.570543202,0.539210611,0.778745548,0.808712232,416,ENSG00000196405
1218,Q9NYV6,RRN3,0,0.370157167,0.08268649,0.700772981,0.761924449,0.543970764,0.808700243,651,ENSG00000085721
1219,O14862,AIM2,0,0.735391757,0.81948656,0.637256117,0.544054297,0.776967012,0.808646157,343,ENSG00000163568
1220,P0DP24,CALM2,0,0.76367038,0.42703474,0.689756299,0.593909943,0.750155045,0.808643451,149,ENSG00000143933
1221,P0DP23,CALM1,0,0.76367038,0.42703474,0.689756299,0.593909943,0.750155045,0.808643451,149,ENSG00000198668
1222,Q9UJX3,ANAPC7,0,0.81496601,0.10827465,0.716437235,0.615244495,0.741013879,0.808602021,599,ENSG00000196510
1223,Q96NY7,CLIC6,0,0.914126479,0.52656525,0.158137053,0.051094688,0.852635247,0.808578713,704,ENSG00000159212
1224,P23297,S100A1,0,0.50548051,0.11889086,0.579347867,0.737897701,0.592112907,0.808417046,94,ENSG00000160678
1225,Q9BSB4,ATG101,0,0.682226713,0.30582133,0.798688254,0.656038235,0.702794347,0.808316745,218,ENSG00000123395
1226,Q96H20,SNF8,0,0.886104608,0.2903213,0.417350907,0.36124152,0.816758005,0.80821261,258,ENSG00000159210
1227,Q86VU5,COMTD1,0,0.256297649,0.09347811,0.610650088,0.771559478,0.515400046,0.808133266,262,ENSG00000165644
1228,Q8TBZ2,MYCBPAP,0,0.560159967,0.9202049,0.39180972,0.449688551,0.801115573,0.808102544,947,ENSG00000136449
1229,Q8TBG4,ETNPPL,0,0.908395356,0.64240795,0.135982733,0.069381533,0.851151401,0.808077631,499,ENSG00000164089
1230,Q9Y5T5,USP16,0,0.759295497,0.84709334,0.472791314,0.466408226,0.796752421,0.807910624,823,ENSG00000156256
1231,Q86T82,USP37,0,0.136510634,0.3102561,0.735556403,0.755415146,0.550904311,0.807900377,979,ENSG00000135913
1232,O95470,SGPL1,0,0.538011474,0.90799665,0.580505775,0.543488476,0.776455865,0.807898266,568,ENSG00000166224
1233,O95997,PTTG1,0,0.286988797,0.14231783,0.671676314,0.765479595,0.528446319,0.807837204,202,ENSG00000164611
1234,Q3ZCQ8,TIMM50,0,0.367656488,0.12022947,0.728743975,0.758594714,0.547448727,0.807760144,353,ENSG00000105197
1235,Q9H246,C1orf21,0,0.652702873,0.377473,0.674501671,0.660021238,0.700429661,0.807698206,121,ENSG00000116667
1236,Q14093,CYLC2,0,0.491520852,0.93894637,0.580134745,0.290209516,0.827599364,0.807669487,348,ENSG00000155833
1237,Q9H3F6,KCTD10,0,0.626419018,0.18598086,0.609534283,0.687331819,0.674819659,0.807566111,313,ENSG00000110906
1238,Q8WVK7,SKA2,0,0.161921218,0.4095863,0.631924326,0.747648566,0.568444113,0.807565916,121,ENSG00000182628
1239,Q6P996,PDXDC1,0,0.186685351,0.19602138,0.598649737,0.756211586,0.549640911,0.807551075,788,ENSG00000179889
1240,P25815,S100P,0,0.85032455,0.20700775,0.598007351,0.491987516,0.790139892,0.807190226,95,ENSG00000163993
1241,Q59E89,DNJB4,0,0.853913455,0.40222758,0.390515076,0.449507608,0.800014922,0.807106318,344,
1242,Q9NZZ3,CHMP5,0,0.710062322,0.6433504,0.65431356,0.605668996,0.742066687,0.807092326,219,ENSG00000086065
1243,Q6FHQ0,RBBP7,0,0.368187875,0.6653896,0.697345217,0.706573257,0.64720842,0.807026701,425,
1244,Q53RT3,ASPRV1,0,0.109772484,0.2686151,0.796298472,0.761774119,0.537188809,0.806938961,343,ENSG00000244617
1245,Q8NHZ7,MBD3L2,0,0.285416471,0.34593922,0.248075369,0.732549008,0.595442861,0.806923634,208,ENSG00000230522
1246,Q96T60,PNKP,0,0.668242361,0.25270677,0.679005119,0.664741611,0.693757386,0.806723776,521,ENSG00000039650
1247,P12757,SKIL,0,0.059899941,0.22176765,0.434841805,0.769531597,0.512876656,0.806640338,684,ENSG00000136603
1248,Q16626,MEA1,0,0.072931719,0.0992983,0.772204967,0.7858803,0.45648012,0.806476731,185,ENSG00000124733
1249,P62736,ACTA2,0,0.222807093,0.04706051,0.800545722,0.775703147,0.494214758,0.806312575,377,ENSG00000107796
1250,Q5I0X7,TTC32,0,0.095486128,0.9470156,0.43287083,0.43532594,0.80162629,0.806288918,151,ENSG00000183891
1251,Q6P1M3,L2GL2,0,0.823415298,0.61874574,0.639707834,0.445506425,0.799539063,0.806210027,1020,ENSG00000073350
1252,Q8IZD2,KMT2E,0,0.164304146,0.50066155,0.751789638,0.741533328,0.580004322,0.806209637,1858,ENSG00000005483
1253,Q96F87,,0,0.735968954,0.86366564,0.315482421,0.483154666,0.79135424,0.806183636,857,
1254,Q6ZQX7,LIAT1,0,0.192894327,0.65299547,0.680210279,0.726102863,0.607896043,0.806090553,453,ENSG00000187624
1255,Q8IVH8,MAP4K3,0,0.122519705,0.37368035,0.877484741,0.750391904,0.554918316,0.805995941,894,ENSG00000011566
1256,Q9P2K2,TXNDC16,0,0.222892865,0.043461088,0.635578004,0.777043645,0.492467251,0.805938166,825,ENSG00000087301
1257,Q96RF1,,0,0.406343919,0.4805412,0.48854961,0.711923004,0.634340518,0.805880816,64,
1258,Q9HAP2,MLXIP,0,0.392818088,0.045744292,0.63836346,0.758949857,0.541878355,0.805870033,919,ENSG00000175727
1259,Q9UM00,TMCO1,0,0.4344391,0.025661513,0.680565689,0.758381935,0.541947177,0.805842301,188,ENSG00000143183
1260,Q9Y2J2,E41L3,0,0.218300735,0.013476202,0.788733431,0.781465999,0.470564081,0.805612246,1087,ENSG00000082397
1261,O94808,GFPT2,0,0.681408164,0.5191135,0.639842597,0.638134063,0.719386276,0.805597518,682,ENSG00000131459
1262,Q9C086,INO80B,0,0.393307393,0.9537311,0.156234811,0.17764661,0.840335138,0.805384801,356,ENSG00000115274
1263,Q16769,QPCT,0,0.020705079,0.03984312,0.802788708,0.794655735,0.408148707,0.805294481,361,ENSG00000115828
1264,Q9UKV0,HDAC9,0,0.556749529,0.46252975,0.768101766,0.679929509,0.676935254,0.805288373,1011,ENSG00000048052
1265,Q5T655,CFAP58,0,0.770361295,0.9030689,0.557654498,0.262704434,0.82919031,0.80526601,872,ENSG00000120051
1266,O94811,TPPP,0,0.859973292,0.64032596,0.280409205,0.352584526,0.816079957,0.805101471,219,ENSG00000171368
1267,Q9Y2L9,LRCH1,0,0.200819448,0.20238705,0.830956579,0.749864018,0.555295036,0.805061498,728,ENSG00000136141
1268,B2RBR9,IMB1,0,0.77683299,0.66431266,0.333402827,0.542253772,0.772763092,0.805030224,876,
1269,O75037,KI21B,0,0.597392625,0.33384413,0.576505573,0.676460968,0.679617833,0.804936547,1637,ENSG00000116852
1270,P48163,ME1,0,0.430467065,0.20455733,0.683392501,0.722087394,0.61075684,0.804786878,572,ENSG00000065833
1271,B2RCF3,NMT2,0,0.710614031,0.8374729,0.333402827,0.542253772,0.773095906,0.80473879,498,
1272,O60535,NY-CO-41,0,0.385161148,0.05447096,0.71216361,0.754374164,0.541689206,0.804724493,200,
1273,P02748,C9,0,0.171520329,0.38155583,0.836862478,0.74409127,0.568693518,0.804544324,559,ENSG00000113600
1274,Q9UGJ0,PRKAG2,0,0.840754904,0.13616319,0.645106152,0.570996631,0.754704832,0.804480521,569,ENSG00000106617
1275,Q8NEZ5,FBXO22,0,0.314590198,0.22625178,0.821482102,0.732813765,0.586987032,0.804382085,403,ENSG00000167196
1276,Q7Z6K5,ARPIN,0,0.861737735,0.15521249,0.643611368,0.487332414,0.788814459,0.804348207,226,ENSG00000242498
1277,Q04323,UBXN1,0,0.74374635,0.1885285,0.747726356,0.633486719,0.71974002,0.804329246,297,ENSG00000162191
1278,Q562R1,ACTBL2,0,0.239761294,0.04632962,0.779327311,0.771751228,0.498424142,0.804312989,376,ENSG00000169067
1279,P11166,SLC2A1,0,0.036801296,0.024848152,0.831545379,0.793038331,0.407726584,0.804285985,492,ENSG00000117394
1280,H0Y3A3,DAB2P,0,0.628724799,0.29291478,0.734651673,0.668389688,0.685416219,0.804205606,1069,ENSG00000136848
1281,Q8IZU0,FAM9B,0,0.846351207,0.63660616,0.452453923,0.36049854,0.811844177,0.804187837,186,ENSG00000177138
1282,P14317,HCLS1,0,0.826805028,0.73551047,0.385418092,0.360361755,0.811856497,0.804167957,486,ENSG00000180353
1283,Q9Y6X3,MAU2,0,0.118800314,0.050914545,0.688312879,0.780904169,0.461964368,0.804107092,613,ENSG00000129933
1284,P50053,KHK,0,0.314568432,0.06925249,0.761112276,0.761233051,0.527551985,0.80380287,298,ENSG00000138030
1285,Q9Y3C4,TPRKB,0,0.332618027,0.19127023,0.53573912,0.733685651,0.584374165,0.803801119,175,ENSG00000144034
1286,J3QQK6,MBP,0,0.907773859,0.1218861,0.225118598,0.371443623,0.80933726,0.803644751,253,ENSG00000197971
1287,Q53GL7,PAR10,0,0.219004511,0.14337339,0.652074759,0.765618826,0.509931843,0.803575999,1025,ENSG00000178685
1288,Q9NZ23,YA61,0,0.680631659,0.12569858,0.72630104,0.693794947,0.657859897,0.803574433,136,
1289,Q92833,JARD2,0,0.727839539,0.65724224,0.734010987,0.580932862,0.74993592,0.803469591,1246,ENSG00000008083
1290,O43423,ANP32C,0,0.579026094,0.31703657,0.474500721,0.683367912,0.672179367,0.803459785,234,
1291,P53680,AP2S1,0,0.237415503,0.08241517,0.775929302,0.768476988,0.507869335,0.8034494,142,ENSG00000042753
1292,Q6ZVC0,NYAP1,0,0.526272237,0.16947536,0.483128838,0.705263811,0.636984618,0.803261479,841,ENSG00000166924
1293,Q9NWZ5,UCKL1,0,0.871676449,0.65212464,0.152423064,0.288797489,0.824187168,0.803213462,548,ENSG00000198276
1294,Q49MG5,MAP9,0,0.304745063,0.61291564,0.771679471,0.710102362,0.629349847,0.803190595,647,ENSG00000164114
1295,Q9BQI9,NRIP2,0,0.179697099,0.012401702,0.677120914,0.781595198,0.45793789,0.803108889,281,ENSG00000053702
1296,Q19T08,ECSCR,0,0.056773321,0.003465348,0.487391517,0.793335317,0.397450165,0.803015444,205,ENSG00000249751
1297,P42568,MLLT3,0,0.382182118,0.5146787,0.633461664,0.708062329,0.631585858,0.803009257,568,ENSG00000171843
1298,Q9BPW0,PPP5C,0,0.704030873,0.90119725,0.427595611,0.375236663,0.807483429,0.802983351,484,
1299,Q96GM5,SMARCD1,0,0.895441246,0.11003072,0.464765262,0.466158818,0.792936284,0.802819965,515,ENSG00000066117
1300,B3SXQ8,DPYL3,0,0.797162506,0.882338,0.373950005,0.286320487,0.824515549,0.802682958,570,ENSG00000113657
1301,Q5VU61,TPM3,0,0.527623534,0.10174261,0.676515697,0.726081003,0.598264147,0.802485416,223,ENSG00000143549
1302,Q92485,SMPDL3B,0,0.124457844,0.014492726,0.833450454,0.78454061,0.439836336,0.802351789,455,ENSG00000130768
1303,Q8N2C7,UNC80,0,0.217600356,0.4540669,0.888648286,0.729806448,0.588417449,0.802317792,3258,ENSG00000144406
1304,P06732,CKM,0,0.843005441,0.16387479,0.612179163,0.510481426,0.779556997,0.802184977,381,ENSG00000104879
1305,Q7Z4T9,MAATS1,0,0.15015677,0.9363873,0.600005245,0.505646635,0.782659019,0.802132346,603,ENSG00000183833
1306,O15084,ANR28,0,0.282760251,0.32220814,0.668514149,0.727623423,0.59031459,0.801944459,1053,ENSG00000206560
1307,P13051,UNG,0,0.363441521,0.5392044,0.630456185,0.706035604,0.630208046,0.801916229,313,ENSG00000076248
1308,Q86UA6,RPAIN,0,0.006035567,0.026400331,0.811217383,0.794153202,0.38838072,0.801830532,219,ENSG00000129197
1309,K7EPJ8,AP1M1,0,0.070400494,0.15106118,0.737399985,0.765346842,0.504996001,0.801762411,125,ENSG00000072958
1310,A1KZ92,PXDNL,0,0.035951817,0.52013737,0.735691573,0.751307083,0.539643673,0.801748501,1463,ENSG00000147485
1311,Q5U0I6,RAB1A,0,0.715706226,0.79462725,0.333402827,0.542253772,0.765815487,0.801715104,205,
1312,Q9NRG4,SMYD2,0,0.208969345,0.034831833,0.69145067,0.773154066,0.482669108,0.801603076,433,ENSG00000143499
1313,P61204,ARF3,0,0.71968923,0.40177435,0.591221384,0.618205456,0.726828822,0.801445661,181,ENSG00000134287
1314,O15297,PPM1D,0,0.718721016,0.43276876,0.654496214,0.614289488,0.729097425,0.801425767,605,ENSG00000170836
1315,P51948,MNAT1,0,0.136849353,0.102499835,0.688047782,0.772465801,0.480518251,0.801147881,309,ENSG00000020426
1316,O15270,SPTLC2,0,0.736536816,0.37486783,0.521309525,0.602937558,0.731845309,0.80114623,562,ENSG00000100596
1317,Q641Q2,WAC2A,0,0.09524639,0.3050608,0.845938172,0.751370438,0.537418703,0.801146136,1341,ENSG00000099290
1318,Q8NG68,TTL,0,0.202425807,0.15191004,0.58559985,0.746834021,0.547814841,0.801134027,377,ENSG00000114999
1319,Q8TAP8,PPP1R35,0,0.029566964,0.10209374,0.838760275,0.784673544,0.433564081,0.801055682,253,ENSG00000160813
1320,O15553,MEFV,0,0.19081844,0.85827744,0.666883828,0.682371754,0.665425181,0.801033355,781,ENSG00000103313
1321,Q15388,TOMM20,0,0.39850466,0.3641334,0.670385929,0.711478246,0.621953463,0.800996933,145,ENSG00000173726
1322,Q15326,ZMYND11,0,0.494892925,0.2118693,0.710947403,0.704097309,0.631970733,0.800994714,602,ENSG00000015171
1323,Q9BQP7,MGME1,0,0.11509518,0.22867686,0.188274843,0.751971296,0.533866239,0.800969238,344,ENSG00000125871
1324,Q8N0Y7,PGAM4,0,0.885260495,0.7025023,0.390237383,0.172036107,0.837601452,0.800920518,254,ENSG00000226784
1325,Q9Y6B6,SAR1B,0,0.266897799,0.09642811,0.763103026,0.75980532,0.518643713,0.800878946,198,ENSG00000152700
1326,Q96CN7,ISOC1,0,0.837887712,0.094811566,0.816667412,0.570110013,0.751327276,0.800632421,298,ENSG00000066583
1327,Q71U36,TUBA1A,0,0.703098343,0.5267074,0.663602067,0.606423924,0.730488018,0.800600052,451,ENSG00000167552
1328,Q13445,TMED1,0,0.297722921,0.032031648,0.769421041,0.7634057,0.508255322,0.800578721,227,ENSG00000099203
